"ACTFIBERNET_AS131269","8","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AIRTEL-BHARTI_AS9498","0","0","0","0","0","0","0","0","2","5","5","4","4","4","4","4","2","0","0","0","0","0","0","0","0","6","0","0","0","0","0"
"AIRTEL-GPRS_AS45609","0","8","2","2","2","0","0","0","0","0","0","2","4","4","2","0","0","0","2","0","0","0","0","0","0","2","4","0","0","0","0"
"AIRTEL-TELE_AS24560","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"BSNL_AS9829","28","28","28","36","40","28","28","30","29","28","30","27","32","17","18","14","29","20","25","25","24","34","24","24","27","27","46","37","26","24","0"
"HATHWAY_AS17488","0","1","0","0","0","0","0","76","0","0","0","1","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"IDEA_AS45271","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"JIO_AS55836","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0"
"MTNL_AS17813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"R-COM_AS18101","10","6","63","0","2","1","64","1","0","2","6","3","0","0","0","0","0","0","0","0","0","3","0","0","0","6","53","0","6","0","0"
"SIFY_AS9583","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TATA_AS4755","7","8","9","10","9","9","8","8","9","8","8","7","10","8","8","8","12","8","8","9","8","8","8","6","0","0","0","0","0","0","0"
"TATA-TELE_AS45820","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"T-COM-2_AS10199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"T-COM_AS17908","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"VODAFONE_AS38266","0","0","0","9","0","0","0","0","0","9","9","0","0","1","0","4","0","0","4","0","0","9","0","0","0","0","0","2","0","0","0"
"VODA-IDEA_AS55410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"YOU-BROAD_AS18207","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0"
